0,1,2,3,4,5,6,7,8,9,10,11,12,13,next_over_score
2.0,17.0,6.0,12.0,11.65,0.0,0.0,0.0,0.0,18.0,0.0,1.0,180.0,18.0,14.0
2.0,18.0,8.0,6.0,11.78,14.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,14.0,10.0
2.0,19.0,9.0,1.0,11.68,0.0,0.0,0.0,0.0,10.0,0.0,1.0,212.0,10.0,14.0
2.0,20.0,7.0,7.0,11.8,0.0,14.0,0.0,0.0,0.0,1.0,2.0,222.0,14.0,11.766766766766766
3.0,1.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,13.0
3.0,2.0,12.0,1.0,9.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,5.0,13.0,22.0
3.0,3.0,10.0,12.0,13.33,22.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,22.0,11.0
3.0,4.0,9.0,2.0,12.75,0.0,0.0,0.0,0.0,11.0,0.0,3.0,40.0,11.0,2.0
3.0,5.0,0.0,2.0,10.6,0.0,0.0,2.0,0.0,0.0,0.0,3.0,51.0,2.0,8.0
3.0,6.0,0.0,8.0,10.17,0.0,0.0,0.0,0.0,8.0,1.0,4.0,53.0,8.0,18.0
3.0,7.0,8.0,10.0,11.29,18.0,0.0,0.0,0.0,0.0,0.0,4.0,61.0,18.0,14.0
3.0,8.0,2.0,12.0,11.62,0.0,0.0,0.0,14.0,0.0,0.0,4.0,79.0,14.0,13.0
3.0,9.0,12.0,1.0,11.78,0.0,0.0,13.0,0.0,0.0,0.0,4.0,93.0,13.0,15.0
3.0,10.0,8.0,7.0,12.1,0.0,0.0,0.0,15.0,0.0,0.0,4.0,106.0,15.0,11.0
3.0,11.0,6.0,5.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,121.0,11.0,12.0
3.0,12.0,6.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,132.0,12.0,16.0
3.0,13.0,5.0,11.0,12.31,0.0,0.0,0.0,0.0,16.0,0.0,4.0,144.0,16.0,17.0
3.0,14.0,5.0,12.0,12.64,0.0,17.0,0.0,0.0,0.0,0.0,4.0,160.0,17.0,14.0
3.0,15.0,8.0,6.0,12.73,0.0,0.0,0.0,14.0,0.0,0.0,4.0,177.0,14.0,7.0
3.0,16.0,0.0,7.0,12.38,7.0,0.0,0.0,0.0,0.0,0.0,4.0,191.0,7.0,10.0
3.0,17.0,2.0,8.0,12.24,0.0,10.0,0.0,0.0,0.0,0.0,4.0,198.0,10.0,16.0
3.0,18.0,6.0,10.0,12.44,0.0,0.0,0.0,16.0,0.0,0.0,4.0,208.0,16.0,15.0
3.0,19.0,6.0,9.0,12.58,0.0,15.0,0.0,0.0,0.0,1.0,5.0,224.0,15.0,7.0
3.0,20.0,3.0,4.0,12.3,0.0,7.0,0.0,0.0,0.0,1.0,6.0,239.0,7.0,11.766766766766766
4.0,1.0,11.0,7.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0
4.0,2.0,6.0,6.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,5.0
4.0,3.0,5.0,0.0,11.67,0.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,5.0,20.0
4.0,4.0,12.0,8.0,13.75,0.0,20.0,0.0,0.0,0.0,1.0,1.0,35.0,20.0,14.0
4.0,5.0,2.0,12.0,13.8,0.0,0.0,0.0,0.0,14.0,1.0,2.0,55.0,14.0,9.0
4.0,6.0,7.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,69.0,9.0,13.0
4.0,7.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,13.0,1.0,4.0,78.0,13.0,13.0
4.0,8.0,4.0,9.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,91.0,13.0,11.0
4.0,9.0,0.0,11.0,12.78,0.0,0.0,0.0,11.0,0.0,0.0,4.0,104.0,11.0,10.0
4.0,10.0,1.0,9.0,12.5,0.0,0.0,0.0,0.0,10.0,0.0,4.0,115.0,10.0,18.0
4.0,11.0,11.0,7.0,13.0,18.0,0.0,0.0,0.0,0.0,1.0,5.0,125.0,18.0,18.0
4.0,12.0,11.0,7.0,13.42,0.0,0.0,18.0,0.0,0.0,0.0,5.0,143.0,18.0,10.0
4.0,13.0,3.0,7.0,13.15,0.0,0.0,0.0,10.0,0.0,0.0,5.0,161.0,10.0,12.0
4.0,14.0,9.0,3.0,13.07,0.0,0.0,12.0,0.0,0.0,0.0,5.0,171.0,12.0,16.0
4.0,15.0,12.0,4.0,13.27,0.0,0.0,0.0,16.0,0.0,0.0,5.0,183.0,16.0,11.0
4.0,16.0,2.0,9.0,13.12,0.0,11.0,0.0,0.0,0.0,0.0,5.0,199.0,11.0,8.0
4.0,17.0,3.0,5.0,12.82,0.0,0.0,0.0,8.0,0.0,1.0,6.0,210.0,8.0,23.0
4.0,18.0,11.0,12.0,13.39,0.0,0.0,23.0,0.0,0.0,0.0,6.0,218.0,23.0,12.0
4.0,19.0,10.0,2.0,13.32,0.0,12.0,0.0,0.0,0.0,0.0,6.0,241.0,12.0,20.0
4.0,20.0,11.0,9.0,13.65,0.0,0.0,20.0,0.0,0.0,0.0,6.0,253.0,20.0,11.766766766766766
5.0,1.0,10.0,5.0,15.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,15.0,7.0
5.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,15.0,7.0,6.0
5.0,3.0,1.0,5.0,9.33,0.0,0.0,0.0,0.0,6.0,1.0,2.0,22.0,6.0,11.0
5.0,4.0,5.0,6.0,9.75,0.0,0.0,0.0,11.0,0.0,0.0,2.0,28.0,11.0,6.0
5.0,5.0,4.0,2.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,39.0,6.0,4.0
5.0,6.0,3.0,1.0,8.17,0.0,0.0,0.0,0.0,4.0,0.0,2.0,45.0,4.0,11.0
5.0,7.0,8.0,3.0,8.57,0.0,11.0,0.0,0.0,0.0,1.0,3.0,49.0,11.0,8.0
5.0,8.0,4.0,4.0,8.5,8.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,8.0,5.0
5.0,9.0,1.0,4.0,8.11,0.0,0.0,5.0,0.0,0.0,1.0,4.0,68.0,5.0,19.0
5.0,10.0,9.0,10.0,9.2,0.0,19.0,0.0,0.0,0.0,0.0,4.0,73.0,19.0,12.0
5.0,11.0,6.0,6.0,9.45,0.0,0.0,0.0,0.0,12.0,1.0,5.0,92.0,12.0,8.0
5.0,12.0,3.0,5.0,9.33,0.0,0.0,0.0,8.0,0.0,0.0,5.0,104.0,8.0,12.0
5.0,13.0,11.0,1.0,9.54,0.0,12.0,0.0,0.0,0.0,1.0,6.0,112.0,12.0,12.0
5.0,14.0,6.0,6.0,9.71,12.0,0.0,0.0,0.0,0.0,0.0,6.0,124.0,12.0,8.0
5.0,15.0,3.0,5.0,9.6,0.0,0.0,8.0,0.0,0.0,0.0,6.0,136.0,8.0,14.0
5.0,16.0,3.0,11.0,9.88,0.0,14.0,0.0,0.0,0.0,0.0,6.0,144.0,14.0,13.0
5.0,17.0,6.0,7.0,10.06,13.0,0.0,0.0,0.0,0.0,0.0,6.0,158.0,13.0,1.0
5.0,18.0,0.0,1.0,9.56,0.0,0.0,0.0,1.0,0.0,0.0,6.0,171.0,1.0,19.0
5.0,19.0,10.0,9.0,10.05,19.0,0.0,0.0,0.0,0.0,0.0,6.0,172.0,19.0,12.0
5.0,20.0,2.0,10.0,10.15,0.0,0.0,12.0,0.0,0.0,1.0,7.0,191.0,12.0,11.766766766766766
6.0,1.0,3.0,11.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0
6.0,2.0,0.0,5.0,9.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,5.0,5.0
6.0,3.0,0.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,19.0,5.0,23.0
6.0,4.0,11.0,12.0,11.75,0.0,23.0,0.0,0.0,0.0,0.0,1.0,24.0,23.0,4.0
6.0,5.0,3.0,1.0,10.2,0.0,0.0,0.0,4.0,0.0,0.0,1.0,47.0,4.0,6.0
6.0,6.0,4.0,2.0,9.5,6.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,6.0,7.0
6.0,7.0,2.0,5.0,9.14,0.0,0.0,7.0,0.0,0.0,1.0,2.0,57.0,7.0,9.0
6.0,8.0,4.0,5.0,9.12,0.0,9.0,0.0,0.0,0.0,0.0,2.0,64.0,9.0,3.0
6.0,9.0,0.0,3.0,8.44,0.0,0.0,0.0,0.0,3.0,1.0,3.0,73.0,3.0,10.0
6.0,10.0,6.0,4.0,8.6,0.0,10.0,0.0,0.0,0.0,0.0,3.0,76.0,10.0,9.0
6.0,11.0,2.0,7.0,8.64,0.0,0.0,9.0,0.0,0.0,0.0,3.0,86.0,9.0,11.0
6.0,12.0,1.0,10.0,8.83,0.0,0.0,0.0,0.0,11.0,0.0,3.0,95.0,11.0,20.0
6.0,13.0,10.0,10.0,9.69,20.0,0.0,0.0,0.0,0.0,0.0,3.0,106.0,20.0,17.0
6.0,14.0,5.0,12.0,10.21,0.0,0.0,17.0,0.0,0.0,1.0,4.0,126.0,17.0,20.0
6.0,15.0,12.0,8.0,10.87,0.0,0.0,0.0,20.0,0.0,0.0,4.0,143.0,20.0,21.0
6.0,16.0,9.0,12.0,11.5,0.0,0.0,0.0,0.0,21.0,0.0,4.0,163.0,21.0,9.0
6.0,17.0,5.0,4.0,11.35,0.0,9.0,0.0,0.0,0.0,0.0,4.0,184.0,9.0,19.0
6.0,18.0,10.0,9.0,11.78,19.0,0.0,0.0,0.0,0.0,0.0,4.0,193.0,19.0,1.0
6.0,19.0,0.0,1.0,11.21,0.0,0.0,0.0,1.0,0.0,0.0,4.0,212.0,1.0,6.0
6.0,20.0,2.0,4.0,10.95,0.0,0.0,6.0,0.0,0.0,1.0,5.0,213.0,6.0,11.766766766766766
7.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,22.0
7.0,2.0,10.0,12.0,13.5,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,22.0,5.0
7.0,3.0,4.0,1.0,10.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,15.0
7.0,4.0,10.0,5.0,11.75,0.0,15.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,16.0
7.0,5.0,6.0,10.0,12.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,16.0,1.0
7.0,6.0,1.0,0.0,10.67,0.0,1.0,0.0,0.0,0.0,1.0,1.0,63.0,1.0,13.0
7.0,7.0,4.0,9.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,64.0,13.0,8.0
7.0,8.0,2.0,6.0,10.62,8.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,8.0,21.0
7.0,9.0,10.0,11.0,11.78,0.0,21.0,0.0,0.0,0.0,1.0,2.0,85.0,21.0,12.0
7.0,10.0,8.0,4.0,11.8,0.0,0.0,0.0,12.0,0.0,1.0,3.0,106.0,12.0,13.0
7.0,11.0,10.0,3.0,11.91,0.0,0.0,13.0,0.0,0.0,0.0,3.0,118.0,13.0,17.0
7.0,12.0,6.0,11.0,12.33,0.0,0.0,0.0,17.0,0.0,0.0,3.0,131.0,17.0,4.0
7.0,13.0,4.0,0.0,11.69,0.0,0.0,0.0,0.0,4.0,1.0,4.0,148.0,4.0,6.0
7.0,14.0,2.0,4.0,11.29,0.0,0.0,0.0,6.0,0.0,0.0,4.0,152.0,6.0,15.0
7.0,15.0,11.0,4.0,11.53,0.0,15.0,0.0,0.0,0.0,0.0,4.0,158.0,15.0,3.0
7.0,16.0,1.0,2.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,173.0,3.0,13.0
7.0,17.0,5.0,8.0,11.12,13.0,0.0,0.0,0.0,0.0,0.0,4.0,176.0,13.0,12.0
7.0,18.0,2.0,10.0,11.17,0.0,0.0,0.0,0.0,12.0,0.0,4.0,189.0,12.0,12.0
7.0,19.0,12.0,0.0,11.21,0.0,0.0,0.0,0.0,12.0,1.0,5.0,201.0,12.0,17.0
7.0,20.0,9.0,8.0,11.5,0.0,0.0,0.0,0.0,17.0,0.0,5.0,213.0,17.0,11.766766766766766
8.0,1.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0
8.0,2.0,9.0,4.0,11.5,0.0,0.0,0.0,0.0,13.0,1.0,1.0,10.0,13.0,17.0
8.0,3.0,5.0,12.0,13.33,0.0,0.0,17.0,0.0,0.0,0.0,1.0,23.0,17.0,1.0
8.0,4.0,0.0,1.0,10.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,1.0,10.0
8.0,5.0,9.0,1.0,10.2,0.0,0.0,10.0,0.0,0.0,0.0,1.0,41.0,10.0,16.0
8.0,6.0,9.0,7.0,11.17,0.0,16.0,0.0,0.0,0.0,0.0,1.0,51.0,16.0,18.0
8.0,7.0,8.0,10.0,12.14,0.0,0.0,0.0,0.0,18.0,0.0,1.0,67.0,18.0,16.0
8.0,8.0,7.0,9.0,12.62,0.0,16.0,0.0,0.0,0.0,0.0,1.0,85.0,16.0,12.0
8.0,9.0,3.0,9.0,12.56,12.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,12.0,11.0
8.0,10.0,10.0,1.0,12.4,0.0,11.0,0.0,0.0,0.0,0.0,1.0,113.0,11.0,9.0
8.0,11.0,0.0,9.0,12.09,0.0,0.0,0.0,9.0,0.0,0.0,1.0,124.0,9.0,12.0
8.0,12.0,9.0,3.0,12.08,12.0,0.0,0.0,0.0,0.0,0.0,1.0,133.0,12.0,9.0
8.0,13.0,0.0,9.0,11.85,0.0,9.0,0.0,0.0,0.0,0.0,1.0,145.0,9.0,14.0
8.0,14.0,3.0,11.0,12.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,154.0,14.0,18.0
8.0,15.0,7.0,11.0,12.4,0.0,0.0,0.0,18.0,0.0,1.0,3.0,168.0,18.0,17.0
8.0,16.0,9.0,8.0,12.69,0.0,0.0,0.0,0.0,17.0,0.0,3.0,186.0,17.0,10.0
8.0,17.0,2.0,8.0,12.53,0.0,0.0,0.0,10.0,0.0,0.0,3.0,203.0,10.0,13.0
8.0,18.0,6.0,7.0,12.56,0.0,0.0,13.0,0.0,0.0,0.0,3.0,213.0,13.0,16.0
8.0,19.0,7.0,9.0,12.74,0.0,0.0,0.0,16.0,0.0,0.0,3.0,226.0,16.0,12.0
8.0,20.0,2.0,10.0,12.7,0.0,0.0,12.0,0.0,0.0,0.0,3.0,242.0,12.0,11.766766766766766
9.0,1.0,3.0,6.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0
9.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0
9.0,3.0,0.0,1.0,3.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0
9.0,4.0,3.0,4.0,4.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,10.0
9.0,5.0,1.0,9.0,5.6,0.0,0.0,10.0,0.0,0.0,1.0,1.0,18.0,10.0,7.0
9.0,6.0,7.0,0.0,5.83,0.0,7.0,0.0,0.0,0.0,0.0,1.0,28.0,7.0,16.0
9.0,7.0,7.0,9.0,7.29,0.0,0.0,0.0,0.0,16.0,0.0,1.0,35.0,16.0,12.0
9.0,8.0,0.0,12.0,7.88,0.0,0.0,12.0,0.0,0.0,1.0,2.0,51.0,12.0,9.0
9.0,9.0,4.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,9.0,14.0
9.0,10.0,12.0,2.0,8.6,0.0,0.0,0.0,0.0,14.0,1.0,3.0,72.0,14.0,8.0
9.0,11.0,7.0,1.0,8.55,0.0,0.0,8.0,0.0,0.0,1.0,4.0,86.0,8.0,6.0
9.0,12.0,1.0,5.0,8.33,0.0,0.0,0.0,0.0,6.0,0.0,4.0,94.0,6.0,17.0
9.0,13.0,9.0,8.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,17.0,9.0
9.0,14.0,1.0,8.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,117.0,9.0,13.0
9.0,15.0,9.0,4.0,9.27,0.0,13.0,0.0,0.0,0.0,1.0,5.0,126.0,13.0,1.0
9.0,16.0,1.0,0.0,8.75,0.0,0.0,0.0,1.0,0.0,0.0,5.0,139.0,1.0,11.0
9.0,17.0,9.0,2.0,8.88,11.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0,11.0,9.0
9.0,18.0,0.0,9.0,8.89,0.0,0.0,0.0,9.0,0.0,0.0,5.0,151.0,9.0,11.0
9.0,19.0,10.0,1.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,160.0,11.0,6.0
9.0,20.0,5.0,1.0,8.85,0.0,0.0,0.0,0.0,6.0,0.0,5.0,171.0,6.0,11.766766766766766
10.0,1.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,8.0
10.0,2.0,3.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,20.0
10.0,3.0,9.0,11.0,13.33,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,18.0
10.0,4.0,9.0,9.0,14.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.0,10.0
10.0,5.0,10.0,0.0,13.6,0.0,0.0,0.0,0.0,10.0,0.0,0.0,58.0,10.0,16.0
10.0,6.0,10.0,6.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,16.0,18.0
10.0,7.0,8.0,10.0,14.57,0.0,18.0,0.0,0.0,0.0,0.0,0.0,84.0,18.0,15.0
10.0,8.0,8.0,7.0,14.62,0.0,0.0,0.0,0.0,15.0,0.0,0.0,102.0,15.0,8.0
10.0,9.0,1.0,7.0,13.89,0.0,8.0,0.0,0.0,0.0,0.0,0.0,117.0,8.0,13.0
10.0,10.0,7.0,6.0,13.8,0.0,0.0,0.0,13.0,0.0,0.0,0.0,125.0,13.0,4.0
10.0,11.0,2.0,2.0,12.91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,4.0,16.0
10.0,12.0,5.0,11.0,13.17,0.0,0.0,0.0,0.0,16.0,0.0,0.0,142.0,16.0,18.0
10.0,13.0,8.0,10.0,13.54,0.0,18.0,0.0,0.0,0.0,0.0,0.0,158.0,18.0,14.0
10.0,14.0,9.0,5.0,13.57,0.0,0.0,0.0,14.0,0.0,0.0,0.0,176.0,14.0,9.0
10.0,15.0,6.0,3.0,13.27,0.0,0.0,9.0,0.0,0.0,0.0,0.0,190.0,9.0,7.0
10.0,16.0,0.0,7.0,12.88,0.0,0.0,0.0,7.0,0.0,0.0,0.0,199.0,7.0,15.0
10.0,17.0,10.0,5.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,206.0,15.0,17.0
10.0,18.0,10.0,7.0,13.22,0.0,0.0,0.0,17.0,0.0,1.0,1.0,221.0,17.0,10.0
10.0,19.0,3.0,7.0,13.05,0.0,0.0,10.0,0.0,0.0,1.0,2.0,238.0,10.0,12.0
10.0,20.0,4.0,8.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,248.0,12.0,11.766766766766766
11.0,1.0,4.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0
11.0,2.0,10.0,3.0,9.5,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,13.0,16.0
11.0,3.0,12.0,4.0,11.67,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,10.0
11.0,4.0,8.0,2.0,11.25,0.0,0.0,0.0,0.0,10.0,1.0,1.0,35.0,10.0,8.0
11.0,5.0,4.0,4.0,10.6,0.0,0.0,8.0,0.0,0.0,0.0,1.0,45.0,8.0,18.0
11.0,6.0,6.0,12.0,11.83,0.0,0.0,0.0,0.0,18.0,1.0,2.0,53.0,18.0,4.0
11.0,7.0,4.0,0.0,10.71,4.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,4.0,22.0
11.0,8.0,12.0,10.0,12.12,0.0,0.0,0.0,22.0,0.0,0.0,2.0,75.0,22.0,12.0
11.0,9.0,6.0,6.0,12.11,12.0,0.0,0.0,0.0,0.0,0.0,2.0,97.0,12.0,24.0
11.0,10.0,12.0,12.0,13.3,0.0,0.0,0.0,24.0,0.0,0.0,2.0,109.0,24.0,17.0
11.0,11.0,5.0,12.0,13.64,0.0,0.0,17.0,0.0,0.0,0.0,2.0,133.0,17.0,9.0
11.0,12.0,7.0,2.0,13.25,0.0,0.0,0.0,9.0,0.0,0.0,2.0,150.0,9.0,5.0
11.0,13.0,2.0,3.0,12.62,0.0,0.0,0.0,0.0,5.0,0.0,2.0,159.0,5.0,8.0
11.0,14.0,0.0,8.0,12.29,0.0,8.0,0.0,0.0,0.0,1.0,3.0,164.0,8.0,12.0
11.0,15.0,1.0,11.0,12.27,0.0,0.0,12.0,0.0,0.0,0.0,3.0,172.0,12.0,7.0
11.0,16.0,4.0,3.0,11.94,0.0,0.0,0.0,7.0,0.0,0.0,3.0,184.0,7.0,10.0
11.0,17.0,1.0,9.0,11.82,0.0,10.0,0.0,0.0,0.0,0.0,3.0,191.0,10.0,18.0
11.0,18.0,8.0,10.0,12.17,0.0,0.0,18.0,0.0,0.0,0.0,3.0,201.0,18.0,1.0
11.0,19.0,0.0,1.0,11.58,0.0,1.0,0.0,0.0,0.0,0.0,3.0,219.0,1.0,21.0
11.0,20.0,12.0,9.0,12.05,0.0,21.0,0.0,0.0,0.0,0.0,3.0,220.0,21.0,11.766766766766766
12.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,18.0
12.0,2.0,6.0,12.0,11.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0
12.0,3.0,2.0,3.0,9.33,0.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,5.0,6.0
12.0,4.0,4.0,2.0,8.5,0.0,0.0,0.0,6.0,0.0,1.0,1.0,28.0,6.0,14.0
12.0,5.0,5.0,9.0,9.6,0.0,14.0,0.0,0.0,0.0,0.0,1.0,34.0,14.0,9.0
12.0,6.0,6.0,3.0,9.5,0.0,0.0,0.0,9.0,0.0,0.0,1.0,48.0,9.0,7.0
12.0,7.0,5.0,2.0,9.14,7.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,7.0,21.0
12.0,8.0,10.0,11.0,10.62,0.0,0.0,21.0,0.0,0.0,0.0,1.0,64.0,21.0,17.0
12.0,9.0,12.0,5.0,11.33,0.0,0.0,0.0,17.0,0.0,0.0,1.0,85.0,17.0,17.0
12.0,10.0,6.0,11.0,11.9,17.0,0.0,0.0,0.0,0.0,1.0,2.0,102.0,17.0,5.0
12.0,11.0,1.0,4.0,11.27,0.0,0.0,0.0,0.0,5.0,0.0,2.0,119.0,5.0,8.0
